url,topic,text
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/cross,Cross,"The cross is used in many Christian churches as a symbol of the Savior’s death and Resurrection and as a sincere expression of faith. As members of The Church of Jesus Christ of Latter-day Saints, we also remember with reverence the suffering of the Savior. But because the Savior lives, we do not use the symbol of His death as the symbol of our faith.
Your life must be the expression of your faith. Remember that when you were baptized and confirmed, you covenanted to take upon yourself the name of Jesus Christ. As your associates observe you, they should be able to sense your love for the Savior and His work.
The only members of the Church who wear the symbol of the cross are Latter-day Saint chaplains, who wear it on their military uniforms to show that they are Christian chaplains."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/death-physical,"Death, Physical","Physical death is the separation of the spirit from the mortal body. The Fall of Adam brought physical death into the world (see Moses 6:48).
Death is an essential part of Heavenly Father’s plan of salvation (see 2 Nephi 9:6). In order to become like our Eternal Father, we must experience death and later receive perfect, resurrected bodies.
When the physical body dies, the spirit continues to live. In the spirit world, the spirits of the righteous “are received into a state of happiness, which is called paradise, a state of rest, a state of peace, where they shall rest from all their troubles and from all care, and sorrow” (Alma 40:12). A place called spirit prison is reserved for “those who [have] died in their sins, without a knowledge of the truth, or in transgression, having rejected the prophets” (D&C 138:32). The spirits in prison are “taught faith in God, repentance from sin, vicarious baptism for the remission of sins, the gift of the Holy Ghost by the laying on of hands, and all other principles of the gospel that [are] necessary for them to know” (D&C 138:33–34). If they accept the principles of the gospel, repent of their sins, and accept ordinances performed in their behalf in temples, they will be welcomed into paradise.
Because of the Atonement and Resurrection of Jesus Christ, physical death is only temporary: “As in Adam all die, even so in Christ shall all be made alive” (1 Corinthians 15:22). Everyone will be resurrected, meaning that every person’s spirit will be reunited with his or her body—“restored to their proper and perfect frame” and no longer subject to death (Alma 40:23; see also Alma 11:44–45).
You have probably experienced the pain that comes at the death of a family member or friend. It is natural to feel sorrow at such times. In fact, mourning is one of the deepest expressions of love. The Lord said, “Thou shalt live together in love, insomuch that thou shalt weep for the loss of them that die” (D&C 42:45). The only way to take sorrow out of death is to take love out of life.
Even as you mourn at the death of loved ones, you can receive comfort in the promise of resurrection and in the assurance that families can be together forever. You can “see the great reason of sorrow, and also of rejoicing—sorrow because of death and destruction among men, and joy because of the light of Christ unto life” (Alma 28:14; see also verses 9–13).
In addition to receiving comfort when loved ones die, you can be at peace with the knowledge that you will eventually die. As you live the gospel, you can remember the Lord’s promise: “Those that die in me shall not taste of death, for it shall be sweet unto them” (D&C 42:46)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/death-spiritual,"Death, Spiritual","Spiritual death is separation from God. The scriptures teach of two sources of spiritual death. The first source is the Fall, and the second is our own disobedience.
The Book of Mormon prophet Samuel taught, “All mankind, by the fall of Adam being cut off from the presence of the Lord, are considered as dead, both as to things temporal and to things spiritual” (Helaman 14:16). During our life on the earth, we are separated from God’s presence. Through the Atonement, Jesus Christ redeems everyone from this spiritual death. Samuel testified that the Savior’s Resurrection “redeemeth all mankind from the first death—that spiritual death. … Behold, the resurrection of Christ redeemeth mankind, yea, even all mankind, and bringeth them back into the presence of the Lord” (Helaman 14:16–17). The prophet Lehi taught that because of the Atonement, “all men come unto God; wherefore, they stand in the presence of him, to be judged of him according to the truth and holiness which is in him” (2 Nephi 2:10).
Further spiritual death comes as a result of our own disobedience. Our sins make us unclean and unable to dwell in the presence of God (see Romans 3:23; Alma 12:12–16, 32; Helaman 14:18; Moses 6:57). Through the Atonement, Jesus Christ offers redemption from this spiritual death, but only when we exercise faith in Him, repent of our sins, and obey the principles and ordinances of the gospel (see Alma 13:27–30; Helaman 14:19; Articles of Faith 1:3)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/debt,Debt,"Through the Prophet Joseph Smith, the Lord once told a group of Saints, “It is my will that you shall pay all your debts” (D&C 104:78). Since the early days of the Church, the Lord’s prophets have warned us repeatedly to avoid the bondage of debt.
One of the great dangers of debt is the interest that accompanies it. Some forms of credit, such as credit cards, have particularly high interest rates. Once you are in debt, you find that interest has no mercy. It continues to accumulate, regardless of your situation—whether you are employed or jobless, healthy or sick. It never goes away until the debt is paid. Do not be deceived by credit offers, even if they make debt seem attractive by promising low interest rates or no interest for a certain period of time.
Look to the condition of your finances. Discipline yourself in your purchases, avoiding debt to the extent you can. In most cases, you can avoid debt by managing your resources wisely. If you do incur debt, such as a reasonable amount in order to purchase a modest home or complete your education, work to repay it as quickly as possible and free yourself from bondage. When you have paid your debts and accumulated some savings, you will be prepared for financial storms that may come your way. You will have shelter for your family and peace in your heart."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/divorce,Divorce,"In “The Family: A Proclamation to the World,” the First Presidency and the Quorum of the Twelve Apostles “solemnly proclaim that marriage between a man and a woman is ordained of God and that the family is central to the Creator’s plan for the eternal destiny of His children” (see page 59 in this book). Despite these truths, divorce has become commonplace in many societies and has increased even among Church members. This growing plague is not of God, but rather is the work of the adversary.
Each married couple should work together to be worthy of the blessings of eternal marriage. If you are married and you and your spouse are experiencing difficulties, remember that the remedy for most marriage stress is not in divorce or separation. The remedy is found in the gospel of Jesus Christ—in repentance, forgiveness, integrity, and love. It is found in treating your spouse as you would like to be treated (see Matthew 7:12). As you work to resolve difficulties, you may want to go together to seek counsel from your bishop or branch president."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/education,Education,"The Lord has commanded, “Seek learning, even by study and also by faith” (D&C 88:118). He has counseled us to learn the gospel and to gain an understanding “of things both in heaven and in the earth, and under the earth; things which have been, things which are, things which must shortly come to pass; things which are at home, things which are abroad; the wars and the perplexities of the nations, and the judgments which are on the land; and a knowledge also of countries and of kingdoms—that [we] may be prepared in all things” (D&C 88:78–80).
Schooling and Professional Training
You should always work to educate your mind and your hands so you can succeed in your chosen field. Use your education to be an influence for good. As you do so, you will become known as a person of integrity. You will be prepared for opportunities as they come, and you will be a great asset to your family, the Church, and your community.
Seek the best schooling available. Some possibilities are colleges and universities, technical schools, home-study courses, community education, and private training.
Seminary and Institute
Throughout the world, Latter-day Saints ages 14 through 18 participate in seminary, which provides weekday instruction from the scriptures. Institutes of religion provide weekday courses in a variety of gospel subjects for Latter-day Saints ages 18 through 30.
These programs provide a spiritual and social climate where students can associate with each other while learning more about the gospel.
For information about seminary and institute, contact a local priesthood leader.
Lifelong Learning
Continue to seek opportunities for education throughout your life. This will help you stay up-to-date in your chosen profession and in your other skills and interests. In this rapidly changing world, you must make time to educate yourself for the present and the future.
In addition to furthering your education through formal schooling, you can continue learning by reading, attending wholesome cultural events, visiting museums and historic sites, and observing the world around you."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/eternal-life,Eternal Life,"The Lord declared, “This is my work and my glory—to bring to pass the immortality and eternal life of man” (Moses 1:39). Immortality is to live forever as a resurrected being. Through the Atonement of Jesus Christ, everyone will receive this gift. Eternal life, or exaltation, is to inherit a place in the highest degree of the celestial kingdom, where we will live in God’s presence and continue as families (see D&C 131:1–4). Like immortality, this gift is made possible through the Atonement of Jesus Christ. However, it requires our “obedience to the laws and ordinances of the Gospel” (Articles of Faith 1:3).
Staying on the Path to Life Eternal
When you were baptized and received the gift of the Holy Ghost, you entered the path that leads to eternal life. The prophet Nephi taught:
“The gate by which ye should enter is repentance and baptism by water; and then cometh a remission of your sins by fire and by the Holy Ghost.
“And then are ye in this strait and narrow path which leads to eternal life; yea, ye have entered in by the gate; ye have done according to the commandments of the Father and the Son; and ye have received the Holy Ghost, which witnesses of the Father and the Son, unto the fulfilling of the promise which he hath made, that if ye entered in by the way ye should receive” (2 Nephi 31:17–18).
Nephi emphasized that after we have entered this “strait and narrow path,” we must endure to the end in faith:
“After ye have gotten into this strait and narrow path, I would ask if all is done? Behold, I say unto you, Nay; for ye have not come thus far save it were by the word of Christ with unshaken faith in him, relying wholly upon the merits of him who is mighty to save.
“Wherefore, ye must press forward with a steadfastness in Christ, having a perfect brightness of hope, and a love of God and of all men. Wherefore, if ye shall press forward, feasting upon the word of Christ, and endure to the end, behold, thus saith the Father: Ye shall have eternal life” (2 Nephi 31:19–20).
Now that you have been baptized and confirmed, much of your progress toward eternal life depends on your receiving other ordinances of salvation: for men, ordination to the Melchizedek Priesthood; for men and women, the temple endowment and marriage sealing. When you receive these ordinances and keep the covenants that accompany them, you prepare yourself to inherit the highest degree of celestial glory.
Within Your Reach
As you ponder your progress on the “strait and narrow path,” be assured that eternal life is within your reach. The Lord wants you to return to Him, and He will never require anything of you that you cannot fulfill. All His commandments are calculated to promote your happiness. When you exercise faith and serve Him with all your might, He gives you strength and provides a way for you to do whatever He commands you (see 1 Nephi 3:7). Remember that as you give your greatest effort and repent of your sins, the Atonement of Jesus Christ will compensate for your weakness and for the inequities, injuries, and pains you experience in this life: “We know that it is by grace that we are saved, after all we can do” (2 Nephi 25:23)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/faith,Faith,"The Apostle Paul taught that “faith is the assurance of things hoped for, the evidence of things not seen” (Hebrews 11:1; see footnote b). Alma made a similar statement: “If ye have faith ye hope for things which are not seen, which are true” (Alma 32:21).
Faith is a principle of action and power. Whenever you work toward a worthy goal, you exercise faith. You show your hope for something that you cannot yet see.
Faith in the Lord Jesus Christ
In order for your faith to lead you to salvation, it must be centered in the Lord Jesus Christ (see Acts 4:10–12; Mosiah 3:17; Moroni 7:24–26; Articles of Faith 1:4). You can exercise faith in Christ when you have an assurance that He exists, a correct idea of His character, and a knowledge that you are striving to live according to His will.
Having faith in Jesus Christ means relying completely on Him—trusting in His infinite power, intelligence, and love. It includes believing His teachings. It means believing that even though you do not understand all things, He does. Remember that because He has experienced all your pains, afflictions, and infirmities, He knows how to help you rise above your daily difficulties (see Alma 7:11–12; D&C 122:8). He has “overcome the world” (John 16:33) and prepared the way for you to receive eternal life. He is always ready to help you as you remember His plea: “Look unto me in every thought; doubt not, fear not” (D&C 6:36).
Living by Faith
Faith is much more than passive belief. You express your faith through action—by the way you live.
The Savior promised, “If ye will have faith in me ye shall have power to do whatsoever thing is expedient in me” (Moroni 7:33). Faith in Jesus Christ can motivate you to follow His perfect example (see John 14:12). Your faith can lead you to do good works, obey the commandments, and repent of your sins (see James 2:18; 1 Nephi 3:7; Alma 34:17). Your faith can help you overcome temptation. Alma counseled his son Helaman, “Teach them to withstand every temptation of the devil, with their faith on the Lord Jesus Christ” (Alma 37:33).
The Lord will work mighty miracles in your life according to your faith (see 2 Nephi 26:13). Faith in Jesus Christ helps you receive spiritual and physical healing through His Atonement (see 3 Nephi 9:13–14). When times of trial come, faith can give you strength to press forward and face your hardships with courage. Even when the future seems uncertain, your faith in the Savior can give you peace (see Romans 5:1; Helaman 5:47).
Increasing Your Faith
Faith is a gift from God, but you must nurture your faith to keep it strong. Faith is like the muscle of your arm. If you exercise it, it grows strong. If you put it in a sling and leave it there, it becomes weak.
You can nurture the gift of faith by praying to Heavenly Father in the name of Jesus Christ. As you express your gratitude to your Father and as you plead with Him for blessings that you and others need, you will draw near to Him. You will draw near to the Savior, whose Atonement makes it possible for you to plead for mercy (see Alma 33:11). You will also be receptive to the quiet guidance of the Holy Ghost.
You can strengthen your faith by keeping the commandments. Like all blessings from God, faith is obtained and increased through individual obedience and righteous action. If you desire to enrich your faith to the highest possible degree, you must keep the covenants you have made.
You can also develop your faith by studying the scriptures and the words of latter-day prophets. The prophet Alma taught that the word of God helps strengthen faith. Comparing the word to a seed, he said that the “desire to believe” can lead you to “give place” for the word to be “planted in your heart.” Then you will feel that the word is good, for it will begin to enlarge your soul and enlighten your understanding. This will strengthen your faith. As you continually nurture the word in your heart, “with great diligence, and with patience, looking forward to the fruit thereof, it shall take root; and behold it shall be a tree springing up unto everlasting life.” (See Alma 32:26–43.)"
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/fall,Fall,"In the Garden of Eden, God commanded, “Of every tree of the garden thou mayest freely eat, but of the tree of the knowledge of good and evil, thou shalt not eat of it, nevertheless, thou mayest choose for thyself, for it is given unto thee; but, remember that I forbid it, for in the day thou eatest thereof thou shalt surely die” (Moses 3:16–17). Because Adam and Eve transgressed this command and partook of the fruit of the tree of the knowledge of good and evil, they were cast out from the presence of the Lord (see D&C 29:40–41). In other words, they experienced spiritual death. They also became mortal—subject to physical death. This spiritual and physical death is called the Fall.
Our Fallen Condition
As descendants of Adam and Eve, we inherit a fallen condition during mortality (see Alma 42:5–9, 14). We are separated from the presence of the Lord and subject to physical death. We are also placed in a state of opposition, in which we are tested by the difficulties of life and the temptations of the adversary (see 2 Nephi 2:11–14; D&C 29:39; Moses 6:48–49).
In this fallen condition, we have a conflict within us. We are spirit children of God, with the potential to be “partakers of the divine nature” (2 Peter 1:4). However, “we are unworthy before [God]; because of the fall our natures have become evil continually” (Ether 3:2). We need to strive continually to overcome unrighteous passions and desires.
Repeating the words of an angel, King Benjamin said, “The natural man is an enemy to God, and has been from the fall of Adam.” King Benjamin warned that in this natural, or fallen, state, each person will be an enemy to God forever “unless he yields to the enticings of the Holy Spirit, and putteth off the natural man and becometh a saint through the atonement of Christ the Lord, and becometh as a child, submissive, meek, humble, patient, full of love, willing to submit to all things which the Lord seeth fit to inflict upon him, even as a child doth submit to his father” (Mosiah 3:19).
Benefits of the Fall
The Fall is an integral part of Heavenly Father’s plan of salvation (see 2 Nephi 2:15–16; 9:6). It has a twofold direction—downward yet forward. In addition to introducing physical and spiritual death, it gave us the opportunity to be born on the earth and to learn and progress. Through our righteous exercise of agency and our sincere repentance when we sin, we can come unto Christ and, through His Atonement, prepare to receive the gift of eternal life. The prophet Lehi taught:
“If Adam had not transgressed he would not have fallen, but he would have remained in the garden of Eden. And all things which were created must have remained in the same state in which they were after they were created; and they must have remained forever, and had no end.
“And [Adam and Eve] would have had no children; wherefore they would have remained in a state of innocence, having no joy, for they knew no misery; doing no good, for they knew no sin.
“But behold, all things have been done in the wisdom of him who knoweth all things.
“Adam fell that men might be; and men are, that they might have joy.
“And the Messiah cometh in the fulness of time, that he may redeem the children of men from the fall” (2 Nephi 2:22–26; see also verses 19–21, 27).
Adam and Eve expressed their gratitude for the blessings that came as a result of the Fall:
“Adam blessed God and was filled, and began to prophesy concerning all the families of the earth, saying: Blessed be the name of God, for because of my transgression my eyes are opened, and in this life I shall have joy, and again in the flesh I shall see God.
“And Eve, his wife, heard all these things and was glad, saying: Were it not for our transgression we never should have had seed, and never should have known good and evil, and the joy of our redemption, and the eternal life which God giveth unto all the obedient” (Moses 5:10–11).
Redemption from the Fall
Because of our fallen, mortal nature and our individual sins, our only hope is in Jesus Christ and the plan of redemption.
Through the Atonement of Jesus Christ, everyone will be redeemed from the effects of the Fall. We will be resurrected, and we will be brought back into the presence of the Lord to be judged (see 2 Nephi 2:5–10; Alma 11:42–45; Helaman 14:15–17).
In addition to redeeming us from the universal effects of the Fall, the Savior can redeem us from our own sins. In our fallen state, we sin and distance ourselves from the Lord, bringing spiritual death upon ourselves. As the Apostle Paul said, “All have sinned, and come short of the glory of God” (Romans 3:23). If we remain in our sins, we cannot dwell in the presence of God, for “no unclean thing can dwell … in his presence” (Moses 6:57). Thankfully, the Atonement “bringeth to pass the condition of repentance” (Helaman 14:18), making it possible for us to receive forgiveness for our sins and dwell in the presence of God forever. Alma taught, “There was a space granted unto man in which he might repent; therefore this life became a probationary state; a time to prepare to meet God; a time to prepare for that endless state which has been spoken of by us, which is after the resurrection of the dead” (Alma 12:24).
Gratitude for the Savior’s Atoning Sacrifice
Just as we do not really desire food until we are hungry, we will not fully desire eternal salvation until we recognize our need for the Savior. This recognition comes as we grow in our understanding of the Fall. As the prophet Lehi taught, “All mankind were in a lost and in a fallen state, and ever would be save they should rely on this Redeemer” (1 Nephi 10:6)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/family,Family,"On September 23, 1995, President Gordon B. Hinckley, the 15th President of the Church, read the following proclamation in a general Relief Society meeting. This inspired proclamation, titled “The Family: A Proclamation to the World,” has become the Church’s definitive statement on the family:
“We, the First Presidency and the Council of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints, solemnly proclaim that marriage between a man and a woman is ordained of God and that the family is central to the Creator’s plan for the eternal destiny of His children.
“All human beings—male and female—are created in the image of God. Each is a beloved spirit son or daughter of heavenly parents, and, as such, each has a divine nature and destiny. Gender is an essential characteristic of individual premortal, mortal, and eternal identity and purpose.
“In the premortal realm, spirit sons and daughters knew and worshiped God as their Eternal Father and accepted His plan by which His children could obtain a physical body and gain earthly experience to progress toward perfection and ultimately realize his or her divine destiny as an heir of eternal life. The divine plan of happiness enables family relationships to be perpetuated beyond the grave. Sacred ordinances and covenants available in holy temples make it possible for individuals to return to the presence of God and for families to be united eternally.
“The first commandment that God gave to Adam and Eve pertained to their potential for parenthood as husband and wife. We declare that God’s commandment for His children to multiply and replenish the earth remains in force. We further declare that God has commanded that the sacred powers of procreation are to be employed only between man and woman, lawfully wedded as husband and wife.
“We declare the means by which mortal life is created to be divinely appointed. We affirm the sanctity of life and of its importance in God’s eternal plan.
“Husband and wife have a solemn responsibility to love and care for each other and for their children. ‘Children are an heritage of the Lord’ (Psalms 127:3). Parents have a sacred duty to rear their children in love and righteousness, to provide for their physical and spiritual needs, to teach them to love and serve one another, to observe the commandments of God and to be law-abiding citizens wherever they live. Husbands and wives—mothers and fathers—will be held accountable before God for the discharge of these obligations.
“The family is ordained of God. Marriage between man and woman is essential to His eternal plan. Children are entitled to birth within the bonds of matrimony, and to be reared by a father and a mother who honor marital vows with complete fidelity. Happiness in family life is most likely to be achieved when founded upon the teachings of the Lord Jesus Christ. Successful marriages and families are established and maintained on principles of faith, prayer, repentance, forgiveness, respect, love, compassion, work, and wholesome recreational activities. By divine design, fathers are to preside over their families in love and righteousness and are responsible to provide the necessities of life and protection for their families. Mothers are primarily responsible for the nurture of their children. In these sacred responsibilities, fathers and mothers are obligated to help one another as equal partners. Disability, death, or other circumstances may necessitate individual adaptation. Extended families should lend support when needed.
“We warn that individuals who violate covenants of chastity, who abuse spouse or offspring, or who fail to fulfill family responsibilities will one day stand accountable before God. Further, we warn that the disintegration of the family will bring upon individuals, communities, and nations the calamities foretold by ancient and modern prophets.
“We call upon responsible citizens and officers of government everywhere to promote those measures designed to maintain and strengthen the family as the fundamental unit of society” (Ensign, Nov. 1995, 102)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/family-history-work-and-genealogy,Family History Work and Genealogy,"On April 3, 1836, the prophet Elijah came to Joseph Smith and Oliver Cowdery in the Kirtland Temple. He conferred upon them the sealing power of the priesthood, making it possible for families to be sealed throughout the generations. In conferring this power, he fulfilled the prophecy that the Lord would send him “to turn the hearts of the fathers to the children, and the children to the fathers” (see D&C 110:14–16; see also Malachi 4:5–6).
Through family history work, you can participate in the continuing fulfillment of this prophecy. You can learn about your ancestors and increase your love for them. You can be inspired by their stories of courage and faith. You can pass that legacy on to your children.
These are lasting benefits that come from family history work, but they are not the principal reasons for the Church’s great effort to gather genealogical records. All of the Church’s family history endeavors are directed to the need to form a “welding link … between the fathers and the children” (D&C 128:18). This welding link is formed by the power of the priesthood, through sacred temple ordinances we receive in behalf of our ancestors.
Redeeming the Dead
Many of Heavenly Father’s children have died without having the opportunity to receive the fulness of the gospel. In His mercy and infinite love, the Lord has prepared a way for them to gain a testimony of the gospel and receive the saving ordinances of the priesthood.
In the spirit world, the gospel is “preached to those who [have] died in their sins, without a knowledge of the truth, or in transgression, having rejected the prophets. These [are] taught faith in God, repentance from sin, vicarious baptism for the remission of sins, the gift of the Holy Ghost by the laying on of hands, and all other principles of the gospel that [are] necessary for them to know in order to qualify themselves that they might be judged according to men in the flesh, but live according to God in the spirit” (D&C 138:32–34).
Many in the spirit world embrace the gospel. However, they cannot receive priesthood ordinances for themselves because they do not have physical bodies. In holy temples, we have the privilege of receiving ordinances in their behalf. These ordinances include baptism, confirmation, Melchizedek Priesthood ordination (for men), the endowment, the marriage sealing, and the sealing of children to parents. The Lord revealed this work to the Prophet Joseph Smith, restoring a practice that had been revealed to Christians shortly after the Resurrection of Jesus Christ (see 1 Corinthians 15:29).
As you receive priesthood ordinances in behalf of those who have died, you become a savior on Mount Zion for them (see Obadiah 1:21). Your effort approaches the spirit of the Savior’s atoning sacrifice—you perform a saving work for others that they cannot do for themselves.
Your Responsibilities in Family History Work
In family history work, you have three basic responsibilities:
Receive the temple ordinances for yourself and help immediate family members receive them.
Hold a current temple recommend and attend the temple as frequently as circumstances allow.
Gather family history information so you can help your ancestors receive the blessings of the temple.
You can participate in temple and family history work, at least to some extent, regardless of where you live or what your circumstances are. While you probably will not be able to do everything, you can do something. The following ideas may help you get started:
Record important details about your own life. Record your birth date and birthplace and the dates of your baptism and confirmation. Keep a personal journal to record the highlights of your life, including personal experiences that will strengthen the faith of your children and other future generations.
Learn about your ancestors. Begin by recording information from your memory and from accessible sources at home. Record the vital information you accurately remember or can find about siblings, parents, uncles and aunts, grandparents, and great-grandparents. Where possible, obtain copies of certificates or other documents that include this information. As you gather more information, you may want to search in other locations, such as public records. The local ward or branch may have a family history consultant who can help you. You may also want to visit the Church’s official Web site for family history, www.familysearch.org.
As you identify your ancestors, use pedigree charts and family group forms to record the information you find. These forms are available on paper and also in Church-produced software programs, such as Personal Ancestral File.
When you have gathered the necessary information about your ancestors who have died without receiving the gospel, ensure that temple work is performed for them. Even if you do not live near enough to a temple for you and your family members to be able to do the ordinance work, you can submit ancestors’ names to a temple so others can do the work for them. You may be able to visit a nearby family history center or consult with local ward or branch family history consultants to see how to do this.
The Prophet Joseph Smith declared that there are “principles in relation to the dead and the living that cannot be lightly passed over, as pertaining to our salvation. For their salvation is necessary and essential to our salvation, as … they without us cannot be made perfect—neither can we without our dead be made perfect” (D&C 128:15). Through your participation in family history work, you and your ancestors progress toward salvation."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/family-home-evening,Family Home Evening,"The home is the most important place for gospel learning. No other organization can take the place of the family. Latter-day prophets have repeatedly called on parents to nurture their children with love and gospel teaching.
In 1915 President Joseph F. Smith and his counselors in the First Presidency began a Churchwide effort to strengthen the family. They called on parents in the Church to gather their children once each week for a “Home Evening.” Families were to take time to pray and sing together, read the scriptures, teach the gospel to one another, and participate in other activities that would build family unity.
In 1970 President Joseph Fielding Smith joined with his counselors in the First Presidency to designate Monday night as the time for family home evening. Since that announcement, the Church has kept Monday evenings free from Church activities so families can have this time together.
Latter-day prophets continue to urge Church members to give highest priority to family home evening. They have promised that our dedication to this program will help protect our families against the evils of our time and will bring us abundant joy now and throughout the eternities.
All members of the Church should make Monday evening a sacred time, reserved for family home evening. If you are married, have weekly family home evening with your spouse. As you have children, include them in family home evening. Adapt the program to their needs and interests, and let them participate. After your children grow up and move away, continue to hold family home evening with your spouse.
If you are single, consider asking your bishop or branch president to organize a home evening group for you and other single members of your ward or branch. He may call a home evening leader, who is responsible to organize the program and see that home evenings are held regularly.
A suggested outline for family home evening follows:
Opening song
Opening prayer
Scripture reading
Lesson
Activity
Closing song
Closing prayer
Refreshments
As you prepare lessons for family home evening, remember to base them on the scriptures, the teachings of latter-day prophets, and personal experiences and testimony. This book can help in selecting topics to teach. In addition, you may want to refer to other Church publications, such as the Family Home Evening Resource Book (item number 31106), Gospel Principles (06195), the Family Guidebook (31180), and Church magazines."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/fasting-and-fast-offerings,Fasting and Fast Offerings,"To fast is to go without food and drink voluntarily for a certain period of time. Fasting combined with sincere prayer can help you prepare yourself and others to receive God’s blessings.
Purposes of Fasting
On one occasion, the Savior cast a devil out from a child and used this experience to teach His disciples about the power of prayer and fasting. His disciples asked Him, “Why could not we cast him out?” Jesus answered: “Because of your unbelief: for verily I say unto you, If ye have faith as a grain of mustard seed, ye shall say unto this mountain, Remove hence to yonder place; and it shall remove; and nothing shall be impossible unto you. Howbeit this kind goeth not out but by prayer and fasting.” (See Matthew 17:14–21.)
This account teaches that prayer and fasting can give added strength to those giving and receiving priesthood blessings. The account can also be applied to your personal efforts to live the gospel. If you have a weakness or sin that you have struggled to overcome, you may need to fast and pray in order to receive the help or forgiveness you desire. Like the demon that Christ cast out, your difficulty may be the kind that will go out only through prayer and fasting.
You can fast for many purposes. Fasting is one way of worshiping God and expressing gratitude to Him (see Luke 2:37; Alma 45:1). You can fast as you ask Heavenly Father to bless the sick or afflicted (see Matthew 17:14–21). Fasting may help you and those you love receive personal revelation and become converted to the truth (see Alma 5:46; 6:6). Through fasting you can gain strength to resist temptation (see Isaiah 58:6). You can fast as you strive to humble yourself before God and exercise faith in Jesus Christ (see Omni 1:26; Helaman 3:35). You may fast to receive guidance in sharing the gospel and magnifying Church callings (see Acts 13:2–3; Alma 17:3, 9; 3 Nephi 27:1–2). Fasting may accompany righteous sorrow or mourning (see Alma 28:4–6; 30:1–2).
Fast Sunday
The Church designates one Sunday each month, usually the first Sunday, as a day of fasting. Proper observance of fast Sunday includes going without food and drink for two consecutive meals, attending fast and testimony meeting, and giving a fast offering to help care for those in need.
Your fast offering should be at least the value of the two meals you do not eat. When possible, be generous and give much more than this amount.
In addition to observing the fast days set aside by Church leaders, you can fast on any other day, according to your needs and the needs of others. However, you should not fast too frequently or for excessive periods of time.
The True Fast
In the Sermon on the Mount, Jesus taught the true form of fasting. He spoke against hypocrites who, when they fast, “disfigure their faces, that they may appear unto men to fast.” Rather than putting on an outward show of righteousness, you should fast “unto thy Father which is in secret: and thy Father, which seeth in secret, shall reward thee openly” (Matthew 6:16–18).
The prophet Isaiah also taught of the true spirit of the fast: “Is not this the fast that I have chosen? to loose the bands of wickedness, to undo the heavy burdens, and to let the oppressed go free, and that ye break every yoke? Is it not to deal thy bread to the hungry, and that thou bring the poor that are cast out to thy house? when thou seest the naked, that thou cover him; and that thou hide not thyself from thine own flesh?” (Isaiah 58:6–7).
Isaiah also testified of the blessings that come when we obey the law of the fast: “Then shall thy light break forth as the morning, and thine health shall spring forth speedily: and thy righteousness shall go before thee; the glory of the Lord shall be thy rearward. Then shalt thou call, and the Lord shall answer; thou shalt cry, and he shall say, Here I am. … If thou draw out thy soul to the hungry, and satisfy the afflicted soul; then shall thy light rise in obscurity, and thy darkness be as the noonday: and the Lord shall guide thee continually, and satisfy thy soul in drought, and make fat thy bones: and thou shalt be like a watered garden, and like a spring of water, whose waters fail not” (Isaiah 58:8–11)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/foreordination,Foreordination,"In the premortal spirit world, God appointed certain spirits to fulfill specific missions during their mortal lives. This is called foreordination.
Foreordination does not guarantee that individuals will receive certain callings or responsibilities. Such opportunities come in this life as a result of the righteous exercise of agency, just as foreordination came as a result of righteousness in the premortal existence.
Jesus Christ was foreordained to carry out the Atonement, becoming “the Lamb slain from the foundation of the world,” (Revelation 13:8; see also 1 Peter 1:19–21). The scriptures tell of others who were foreordained. The prophet Abraham learned about his foreordination when he received a vision in which he saw “many of the noble and great ones” among the spirits in the premortal spirit world. He said: “God saw these souls that they were good, and he stood in the midst of them, and he said: These I will make my rulers; for he stood among those that were spirits, and he saw that they were good; and he said unto me: Abraham, thou art one of them; thou wast chosen before thou wast born” (Abraham 3:22–23). The Lord told Jeremiah, “Before I formed thee in the belly I knew thee; and before thou camest forth out of the womb I sanctified thee, and I ordained thee a prophet unto the nations” (Jeremiah 1:5). John the Baptist was foreordained to prepare the people for the Savior’s mortal ministry (see Isaiah 40:3; Luke 1:13–17; 1 Nephi 10:7–10).
The doctrine of foreordination applies to all members of the Church, not just to the Savior and His prophets. Before the creation of the earth, faithful women were given certain responsibilities and faithful men were foreordained to certain priesthood duties. Although you do not remember that time, you surely agreed to fulfill significant tasks in the service of your Father. As you prove yourself worthy, you will be given opportunities to fulfill the assignments you then received."
